defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,receiver_alignment,offensive_formation,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,max_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,min_lb_depth,max_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
0.5,27.16,8.49,42.91,8.78,15.82,0.73,29.75,0.23,35.45,12.73,23.62,13.37,34.45,4.0,37.97,1.65,33.04,0.47,23.35,2.37,28.36,1.0,0.0,0.0,1.0,3.0,3.0,13.37,12.73,9.0,2.0,4.0,7.0,4.8473,4.8328,7.09,4.0,8.78,8.5227,27.09,0.6206,12.1,0.7833,0.23,1.65,4.0672,8.29,10.83,5.0414,9.49,0.64,1.0,1.0,4.0
0.31,21.96,4.15,34.9,0.42,32.84,0.54,30.13,0.64,27.51,2.54,12.61,1.41,39.7,7.88,34.08,0.75,24.99,9.15,19.32,3.66,17.92,0.0,0.0,1.0,2.0,3.0,1.0,9.15,7.88,9.0,2.0,6.0,7.0,2.8591,2.9618,2.5367,1.41,3.66,6.2909,27.09,0.1797,8.17,0.5333,0.31,0.75,2.7908,4.7983,15.58,2.122,7.06,1.27,0.0,2.0,5.0
1.44,29.02,0.7,22.2,12.32,38.65,6.93,38.61,33.66,44.37,7.33,32.56,18.8,18.34,0.87,36.77,27.82,26.88,6.45,22.73,5.46,38.82,1.0,0.0,-1.0,4.0,1.0,3.0,33.66,27.82,9.0,2.0,3.0,3.0,11.0709,10.6192,8.2367,5.46,12.32,22.5891,26.03,3.0861,14.57,2.9667,0.7,7.33,10.4025,15.92,26.03,10.2648,21.6825,5.84,1.0,2.0,5.0
2.29,33.37,4.12,28.37,0.57,25.71,0.5,18.94,3.14,17.34,4.03,25.99,4.33,21.51,5.83,12.12,0.21,29.42,0.4,22.43,14.37,22.06,1.0,1.0,-2.0,4.0,1.0,3.0,14.37,4.12,10.0,1.0,4.0,9.0,3.6173,3.866,3.7533,2.29,5.83,10.7527,21.25,0.15,4.48,4.18,4.03,4.33,4.3715,5.95,6.31,5.125,9.245,10.25,0.0,1.0,2.0
0.41,35.67,4.08,17.75,3.63,25.94,7.72,33.72,0.07,31.84,9.17,22.24,0.33,24.83,0.66,28.58,3.96,31.14,6.15,38.08,1.47,10.67,0.0,0.0,-3.0,3.0,1.0,3.0,9.17,7.72,9.0,2.0,5.0,6.0,3.4227,3.0306,3.9,1.47,6.15,5.7473,27.41,1.639,6.31,2.64,0.33,3.96,2.7144,5.718,11.48,0.725,8.445,1.45,0.0,1.0,2.0
0.78,24.58,4.43,21.05,7.45,41.68,1.14,17.73,4.68,28.1,1.21,36.34,17.52,25.62,3.85,16.46,4.99,25.15,1.16,28.88,0.9,21.45,1.0,0.0,0.0,2.0,2.0,2.0,17.52,3.85,9.0,2.0,5.0,8.0,4.3736,4.6594,4.4467,1.21,7.45,13.1464,25.22,1.689,7.83,3.5267,1.16,4.99,5.6513,6.942,9.16,6.835,10.685,13.67,0.0,0.0,0.0
4.18,20.94,11.94,19.01,4.65,37.46,0.82,19.9,0.93,23.56,1.33,8.47,0.74,31.6,1.18,27.25,5.2,27.17,4.53,45.3,15.55,33.13,0.0,0.0,-2.0,4.0,2.0,2.0,15.55,11.94,8.0,3.0,5.0,5.0,4.6409,4.6647,2.93,1.33,4.53,10.9091,36.83,1.908,10.66,3.3733,0.74,5.2,5.2816,7.6,18.45,4.5337,10.7133,3.61,1.0,1.0,1.0
2.55,29.07,0.87,39.42,0.37,28.52,4.49,22.91,14.88,29.5,8.13,19.76,1.0,15.94,0.72,34.65,4.7,34.27,0.41,24.89,0.72,31.0,0.0,0.0,-1.0,3.0,1.0,3.0,14.88,8.13,10.0,1.0,6.0,8.0,3.5309,4.2876,0.935,0.87,1.0,11.3491,23.48,1.8062,11.74,2.574,0.41,4.7,5.799,6.22,9.74,3.375,11.505,6.75,0.0,1.0,1.0
14.13,30.66,0.02,26.19,9.49,19.57,0.01,30.62,0.5,21.91,5.03,24.34,1.23,15.04,5.05,30.57,0.39,19.26,2.6,36.81,6.74,40.07,1.0,0.0,2.0,3.0,3.0,2.0,14.13,9.49,9.0,2.0,5.0,5.0,4.1082,4.3586,3.5233,1.23,6.74,10.0218,25.03,2.4237,11.36,2.62,0.01,5.05,4.6824,6.838,11.09,2.32,11.81,4.64,0.0,1.0,2.0
0.41,23.47,11.14,35.19,5.32,33.21,0.53,35.2,0.91,26.84,10.55,21.86,0.76,22.15,5.87,27.78,5.92,10.94,0.48,31.16,7.29,40.62,0.0,0.0,-2.0,2.0,2.0,2.0,11.14,10.55,9.0,2.0,5.0,5.0,4.4709,3.9145,6.605,5.92,7.29,6.6691,29.68,2.5702,11.73,3.0325,0.41,5.87,3.7375,7.132,13.33,4.7602,7.4833,0.59,1.0,1.0,4.0
0.82,24.05,0.93,26.57,5.02,21.83,1.0,21.22,2.81,25.09,1.77,17.5,1.03,33.13,2.34,29.84,0.97,18.37,0.99,28.84,0.69,15.32,0.0,0.0,2.0,2.0,3.0,0.0,5.02,0.97,11.0,0.0,7.0,10.0,1.67,1.244,1.3533,0.69,2.34,3.35,17.81,0.52,7.59,2.29,1.77,2.81,1.6096,2.01,3.46,2.025,2.995,4.05,0.0,0.0,0.0
6.09,28.01,0.95,29.93,3.78,35.91,5.32,22.01,0.83,32.44,11.3,20.82,7.84,40.1,0.76,26.36,14.72,32.84,0.54,19.27,7.97,15.35,3.0,2.0,-1.0,3.0,3.0,2.0,14.72,11.3,8.0,3.0,4.0,4.0,5.4636,4.5038,6.2275,3.78,7.97,9.2564,24.75,2.775,8.74,3.315,0.54,6.09,3.6431,8.4883,12.02,1.71,13.01,3.42,1.0,1.0,3.0
5.66,29.41,15.39,21.47,0.6,23.62,13.66,35.43,0.72,33.03,2.91,9.96,0.93,27.0,4.99,34.01,0.29,37.25,1.98,19.09,5.52,43.27,0.0,0.0,-1.0,2.0,1.0,3.0,15.39,13.66,8.0,3.0,4.0,5.0,4.7864,4.9824,3.47,1.98,5.52,10.6036,33.31,0.335,4.6,5.325,4.99,5.66,5.5658,7.892,13.96,0.865,14.525,1.73,1.0,1.0,4.0
0.59,19.34,0.62,29.08,0.25,21.52,6.18,29.57,5.2,35.02,1.62,9.46,1.61,31.56,0.84,25.23,1.5,22.7,14.09,21.81,4.32,34.88,4.0,2.0,1.0,3.0,3.0,1.0,14.09,6.18,8.0,3.0,5.0,6.0,3.3473,3.9097,2.5167,1.61,4.32,10.7427,25.56,0.4221,9.74,0.9033,0.59,1.5,4.2016,5.5033,13.21,3.98,8.49,7.91,0.0,0.0,0.0
0.67,24.99,1.11,9.36,3.44,35.79,10.49,21.21,2.51,30.04,0.95,32.48,3.37,23.74,1.05,29.26,16.38,29.69,0.41,35.53,4.45,19.75,1.0,0.0,1.0,3.0,2.0,2.0,16.38,10.49,9.0,2.0,5.0,7.0,4.0755,4.7558,3.0,1.11,4.45,12.3045,26.43,1.2413,11.79,1.74,0.41,3.37,5.5476,7.174,8.48,2.945,13.435,5.89,1.0,1.0,1.0
17.9,29.19,12.89,19.53,0.68,30.96,12.47,13.89,5.72,43.56,0.58,18.46,2.28,19.38,1.04,26.84,2.51,34.52,0.7,23.1,4.55,28.56,3.0,2.0,-1.0,2.0,3.0,3.0,17.9,12.89,9.0,2.0,4.0,6.0,5.5745,5.7802,6.9,2.51,12.47,12.3255,29.67,0.6853,11.58,1.3333,0.68,2.28,5.4524,9.34,9.66,5.5063,11.78,5.01,1.0,0.0,0.0
8.4,38.44,6.99,17.55,14.9,21.56,0.77,32.06,1.26,36.6,5.02,24.89,0.86,26.94,4.08,34.64,7.98,11.24,1.58,24.71,7.45,44.74,3.0,2.0,1.0,3.0,1.0,3.0,14.9,8.4,8.0,3.0,3.0,5.0,5.39,4.1374,7.4733,6.99,7.98,9.51,33.5,1.6039,11.89,2.985,1.26,5.02,2.9172,9.144,16.88,3.25,11.65,6.5,0.0,1.0,2.0
2.07,26.65,0.07,25.7,9.56,35.79,8.08,12.98,2.99,30.57,9.49,22.68,1.39,19.79,0.2,30.12,0.06,34.32,5.33,18.45,0.79,43.65,1.0,0.0,-1.0,3.0,2.0,3.0,9.56,9.49,7.0,4.0,5.0,5.0,3.6391,3.6345,4.435,0.79,8.08,5.9209,30.67,1.0684,14.53,1.6275,0.06,2.99,3.3064,6.65,17.34,1.9777,8.1267,0.07,0.0,1.0,4.0
0.2,23.88,0.51,19.59,3.62,28.16,11.64,39.82,5.4,46.6,0.03,32.71,10.32,23.46,0.08,35.55,0.18,28.82,3.79,37.74,1.04,10.31,0.0,0.0,-1.0,1.0,2.0,1.0,11.64,10.32,8.0,3.0,6.0,6.0,3.3464,4.0098,2.3167,0.51,5.4,8.2936,36.29,1.7103,9.58,2.4967,0.08,3.79,4.5899,5.782,16.36,0.66,10.98,1.32,1.0,1.0,4.0
0.76,31.13,0.54,28.55,1.93,20.55,14.32,18.32,1.34,44.27,2.45,25.36,3.95,32.19,0.4,23.35,0.28,35.76,0.3,10.35,13.46,33.76,1.0,0.0,-1.0,4.0,3.0,1.0,14.32,13.46,8.0,3.0,6.0,7.0,3.6118,4.964,1.19,0.3,1.93,10.7082,33.92,1.5258,12.41,1.77,0.28,3.95,6.2495,6.27,15.44,0.43,13.89,0.86,1.0,0.0,5.0
3.96,33.78,4.18,20.92,4.94,27.85,0.32,29.67,0.02,20.87,0.41,26.16,5.64,13.27,7.91,11.52,0.4,17.09,13.26,17.3,14.11,31.19,1.0,0.0,-1.0,4.0,2.0,3.0,14.11,13.26,8.0,3.0,4.0,6.0,5.0136,4.7748,5.8367,3.96,7.91,9.0964,22.26,2.1173,12.58,2.46,0.32,4.94,4.0531,8.976,13.89,0.425,13.685,0.85,1.0,1.0,3.0
14.57,29.99,8.08,41.31,0.4,29.12,0.64,23.81,0.57,32.29,3.59,26.6,5.32,21.93,0.61,20.81,6.48,11.52,5.97,17.34,1.47,36.08,0.0,0.0,1.0,4.0,2.0,3.0,14.57,5.97,8.0,3.0,5.0,6.0,4.3364,4.1885,5.3433,1.47,8.08,10.2336,29.79,0.0,0.0,3.59,3.59,3.59,3.9413,6.9817,12.65,4.2156,8.62,8.6,0.0,1.0,2.0
4.53,33.68,0.31,35.5,0.76,24.0,0.77,45.39,13.59,24.46,5.43,28.61,0.5,33.12,7.77,36.75,0.93,10.82,0.68,28.83,6.49,18.48,0.0,0.0,-2.0,4.0,1.0,3.0,13.59,7.77,8.0,3.0,6.0,5.0,3.7964,4.062,2.73,0.77,6.49,9.7936,34.57,2.023,9.68,3.5733,0.76,5.43,4.7749,5.91,12.29,2.91,10.68,5.82,0.0,1.0,1.0
7.11,14.8,0.54,34.04,0.94,24.6,1.58,22.92,1.71,18.89,0.74,30.79,2.37,27.86,6.34,37.46,0.5,37.01,9.01,22.38,5.96,34.15,1.0,0.0,0.0,4.0,3.0,2.0,9.01,5.96,9.0,2.0,4.0,6.0,3.3455,2.9748,5.0533,1.71,7.11,5.6645,22.66,0.935,9.15,1.435,0.5,2.37,2.4004,6.026,11.77,1.525,7.485,3.05,0.0,0.0,0.0
5.62,25.6,13.24,20.03,1.5,28.73,12.73,34.0,2.02,42.93,1.39,32.66,4.88,31.65,4.1,18.39,5.76,9.22,0.86,23.36,0.91,35.6,1.0,0.0,0.0,2.0,2.0,2.0,13.24,12.73,8.0,3.0,4.0,5.0,4.8191,4.2331,3.96,2.02,5.76,8.4209,33.71,2.0914,8.29,3.7867,0.86,5.62,4.5803,7.57,13.97,0.255,12.985,0.51,1.0,1.0,4.0
5.39,12.56,14.04,16.68,3.97,26.45,4.73,19.6,0.56,16.36,1.31,30.82,0.68,21.33,0.81,27.49,0.93,24.47,6.23,37.1,12.83,31.31,0.0,0.0,1.0,3.0,2.0,2.0,14.04,12.83,9.0,2.0,5.0,7.0,4.68,4.5808,5.81,5.39,6.23,9.36,24.54,1.8134,10.09,3.0867,0.56,4.73,3.8479,9.6225,14.63,0.605,13.435,1.21,1.0,1.0,3.0
0.59,31.15,0.78,34.43,7.79,42.28,11.71,21.45,0.41,25.14,2.96,32.48,1.03,19.38,0.74,28.49,2.67,9.57,15.51,34.89,3.69,27.69,1.0,0.0,1.0,2.0,1.0,3.0,15.51,11.71,9.0,2.0,5.0,7.0,4.3527,4.8822,3.83,1.03,7.79,11.1573,32.71,1.4061,7.34,2.3533,0.41,3.69,5.4197,7.742,13.44,1.9,13.61,3.8,1.0,1.0,2.0
7.3,37.06,10.72,21.2,2.94,33.65,6.43,16.52,14.11,31.96,0.9,24.99,0.91,28.71,4.74,21.81,4.55,27.04,0.91,19.37,0.79,21.69,1.0,0.0,-1.0,2.0,1.0,3.0,14.11,10.72,10.0,1.0,4.0,7.0,4.9364,4.2158,5.5567,2.94,7.3,9.1736,20.54,0.095,5.23,4.645,4.55,4.74,3.8168,8.3,10.76,1.695,12.415,3.39,1.0,1.0,3.0
4.03,19.39,0.92,24.97,0.53,21.05,1.32,35.0,4.02,14.41,2.48,32.88,3.9,27.06,0.47,29.33,0.75,17.31,0.78,43.57,10.22,26.69,1.0,0.0,-1.0,3.0,2.0,3.0,10.22,4.02,9.0,2.0,6.0,8.0,2.6745,2.7599,1.5267,0.78,2.48,7.5455,29.16,1.681,12.02,2.2875,0.47,4.03,3.4138,3.764,12.28,3.1,7.12,6.2,0.0,0.0,0.0
10.67,34.75,4.38,19.21,1.36,27.26,14.06,18.6,0.18,30.65,0.03,23.59,3.75,33.82,7.74,39.69,0.04,36.92,0.56,33.99,5.17,11.0,0.0,0.0,1.0,3.0,2.0,3.0,14.06,10.67,7.0,4.0,5.0,6.0,4.3582,4.5195,5.7633,4.38,7.74,9.7018,28.69,1.4209,9.66,1.4275,0.04,3.75,3.5838,8.404,16.15,1.695,12.365,3.39,1.0,1.0,3.0
0.54,32.35,0.45,22.36,3.63,33.5,6.21,17.04,0.79,25.11,4.88,24.56,1.37,37.8,12.51,23.66,6.7,44.61,14.95,36.01,0.45,28.51,1.0,0.0,1.0,2.0,3.0,3.0,14.95,12.51,8.0,3.0,5.0,6.0,4.7709,4.7984,4.76,1.37,6.7,10.1791,27.57,0.625,8.94,4.255,3.63,4.88,4.835,8.348,12.35,1.22,13.73,2.44,1.0,1.0,4.0
1.17,32.09,13.22,26.19,3.78,21.76,4.96,29.5,0.76,26.29,0.68,21.09,2.12,18.59,1.1,19.81,0.6,23.97,5.62,21.5,1.56,35.66,1.0,0.0,1.0,4.0,3.0,1.0,13.22,5.62,11.0,0.0,5.0,9.0,3.2336,3.5819,2.1467,1.1,3.78,9.9864,17.07,0.0,0.0,4.96,4.96,4.96,4.1564,4.5667,7.6,4.6335,6.9867,7.6,0.0,0.0,0.0
0.61,19.41,11.58,34.13,0.51,29.23,4.46,24.38,4.41,21.45,0.72,21.84,0.81,24.61,6.63,12.09,2.5,40.31,3.79,30.67,12.64,16.5,0.0,0.0,0.0,2.0,2.0,2.0,12.64,11.58,8.0,3.0,4.0,7.0,4.4236,4.0936,4.3067,2.5,6.63,8.2164,28.22,1.8032,4.97,3.16,0.61,4.46,4.0635,7.428,17.63,0.53,12.11,1.06,1.0,1.0,1.0
6.19,39.92,10.93,33.05,4.52,26.18,3.27,33.26,0.67,36.29,5.8,18.88,4.81,10.11,1.01,23.31,1.08,29.1,15.28,19.14,1.22,32.44,1.0,0.0,-1.0,4.0,2.0,2.0,15.28,10.93,7.0,4.0,4.0,6.0,4.98,4.3743,5.6,4.81,6.19,10.3,29.81,1.5947,12.98,2.3675,0.67,4.52,3.9513,8.602,13.91,2.175,13.105,4.35,1.0,1.0,3.0
0.0,24.91,3.79,27.71,4.52,8.69,0.35,32.51,3.83,30.86,3.88,23.1,12.91,20.89,0.41,36.56,4.36,41.21,8.88,35.77,0.12,28.93,0.0,0.0,-3.0,4.0,1.0,3.0,12.91,8.88,9.0,2.0,4.0,7.0,3.9136,3.8242,4.2533,3.88,4.52,8.9964,32.52,0.02,3.15,3.81,3.79,3.83,3.5008,6.91,14.88,2.015,10.895,4.03,0.0,1.0,2.0
7.87,39.74,0.56,27.42,0.7,24.68,0.69,30.85,8.34,19.81,4.53,28.97,4.87,32.25,3.91,25.54,17.6,29.17,0.7,34.4,2.86,35.35,0.0,1.0,0.0,5.0,1.0,3.0,17.6,2.86,10.0,1.0,4.0,8.0,4.7845,4.8516,8.105,7.87,8.34,12.8155,19.93,0.3974,6.71,4.4367,3.91,4.87,5.3212,9.1675,6.18,7.37,10.23,14.74,0.0,1.0,2.0
0.77,17.8,15.08,17.31,0.5,26.4,1.16,31.53,0.97,22.62,12.68,31.08,5.01,30.52,4.66,10.88,6.06,23.07,5.38,16.47,7.59,38.04,0.0,0.0,-2.0,4.0,1.0,3.0,15.08,12.68,9.0,2.0,4.0,4.0,5.4418,4.6286,5.8767,4.66,7.59,9.6382,27.16,2.3191,13.73,3.25,0.77,6.06,4.1087,9.078,13.77,1.2,13.88,2.4,1.0,1.0,3.0
4.51,26.86,0.71,23.14,0.61,27.19,4.87,10.51,1.25,43.93,12.32,20.8,4.23,31.51,11.12,34.77,0.29,34.79,0.52,30.31,5.24,19.59,1.0,0.0,-1.0,4.0,2.0,1.0,12.32,11.12,9.0,2.0,5.0,6.0,4.1518,4.0229,3.7867,1.25,5.24,8.1682,33.42,1.9432,11.65,2.435,0.29,4.51,4.1465,6.96,13.97,0.6,11.72,1.2,1.0,1.0,2.0
4.14,18.49,10.31,33.55,1.65,34.86,6.31,38.67,0.25,33.19,0.34,29.27,8.99,22.94,0.59,26.0,0.49,22.96,4.21,25.08,4.26,29.44,0.0,1.0,2.0,2.0,1.0,3.0,10.31,8.99,10.0,1.0,4.0,8.0,3.7764,3.392,4.0333,1.65,6.31,6.5336,20.18,0.025,4.36,4.235,4.21,4.26,3.1497,6.28,10.61,0.66,9.65,1.32,0.0,1.0,4.0
1.07,29.36,5.98,20.65,4.68,24.99,0.81,25.01,1.03,22.03,2.37,29.11,0.86,19.59,4.29,28.02,4.76,18.2,1.39,16.65,4.99,20.77,5.0,4.0,1.0,3.0,1.0,1.0,5.98,4.76,11.0,0.0,5.0,10.0,2.93,1.915,4.64,4.29,4.99,3.05,12.71,1.645,8.34,3.035,1.39,4.68,1.1897,4.478,10.91,1.4994,4.37,1.22,0.0,0.0,5.0
0.36,17.83,0.61,26.85,14.96,33.68,0.6,30.61,14.79,17.83,0.41,22.58,5.21,22.32,0.52,11.62,5.5,27.32,1.81,33.4,1.23,41.69,2.0,0.0,-2.0,4.0,2.0,3.0,14.96,14.79,8.0,3.0,6.0,5.0,4.1818,5.3399,1.1867,0.52,1.81,10.7782,30.07,2.4411,12.78,2.9175,0.36,5.5,6.7185,6.662,15.85,0.085,14.875,0.17,1.0,1.0,3.0
0.43,17.02,13.36,18.53,5.0,24.28,0.7,24.87,6.29,37.54,0.58,21.04,0.62,28.62,5.37,31.11,6.09,11.6,14.18,31.63,4.45,19.24,0.0,0.0,-1.0,1.0,2.0,2.0,14.18,13.36,9.0,2.0,4.0,6.0,5.1882,4.6237,6.19,6.09,6.29,8.9918,25.94,0.275,5.04,4.725,4.45,5.0,3.8682,9.058,13.1,3.9739,10.97,0.82,1.0,1.0,4.0
7.71,28.39,15.85,20.56,0.49,18.56,6.75,19.31,0.54,30.63,0.39,21.14,10.26,38.61,0.84,26.28,13.72,30.16,8.51,37.95,8.47,12.88,1.0,0.0,0.0,4.0,1.0,3.0,15.85,13.72,8.0,3.0,4.0,4.0,6.6845,5.255,9.08,8.47,10.26,9.1655,25.73,3.253,12.07,3.266,0.49,7.71,2.9467,11.362,9.6,1.065,14.785,2.13,1.0,1.0,4.0
1.11,22.95,16.35,19.41,7.68,44.86,0.49,29.89,0.44,17.53,0.49,20.91,0.66,32.06,0.59,26.87,4.1,37.19,14.53,29.81,0.56,9.85,1.0,0.0,-1.0,2.0,3.0,3.0,16.35,14.53,8.0,3.0,7.0,6.0,4.2727,5.6923,2.9667,0.56,7.68,12.0773,35.01,0.2668,12.36,0.6575,0.44,1.11,6.246,7.3133,17.78,5.3971,11.66,1.82,1.0,0.0,0.0
0.9,44.13,0.34,25.99,0.05,24.01,0.14,34.26,2.0,36.3,14.91,27.5,0.21,30.99,1.87,32.92,2.01,28.18,0.83,11.09,0.65,18.75,0.0,0.0,0.0,1.0,3.0,2.0,14.91,2.0,8.0,3.0,7.0,7.0,2.1736,4.0896,0.7933,0.65,0.9,12.7364,33.04,0.98,4.17,1.03,0.05,2.01,5.117,3.5267,8.8,6.1167,6.26,12.91,0.0,0.0,0.0
0.98,24.56,1.95,17.04,1.06,22.66,0.67,26.56,0.01,29.58,6.37,28.94,0.59,20.71,0.95,43.47,0.34,17.94,1.01,34.61,1.26,9.34,0.0,0.0,1.0,4.0,3.0,1.0,6.37,1.95,8.0,3.0,9.0,7.0,1.3809,1.649,1.0733,0.95,1.26,4.9891,34.13,0.04,1.9,1.02,0.98,1.06,2.0618,2.308,11.9,2.21,4.16,4.42,0.0,0.0,0.0
0.96,20.1,5.84,15.04,11.33,19.52,0.73,25.47,7.62,29.97,4.38,24.17,4.89,20.92,0.52,16.37,6.75,35.31,0.64,30.26,0.88,22.96,0.0,0.0,-1.0,3.0,2.0,2.0,11.33,7.62,10.0,1.0,5.0,7.0,4.0491,3.461,6.295,5.84,6.75,7.2809,20.27,1.951,7.8,3.2633,0.52,4.89,2.0862,7.885,10.45,1.855,9.475,3.71,0.0,1.0,2.0
0.37,33.67,0.64,21.8,9.41,19.78,3.59,28.15,4.93,33.54,0.91,24.7,8.83,30.89,4.64,17.35,0.82,29.98,2.99,23.95,7.09,10.63,1.0,0.0,0.0,1.0,2.0,2.0,9.41,8.83,10.0,1.0,4.0,8.0,4.02,3.144,6.01,4.93,7.09,5.39,23.04,1.4665,10.8,2.965,0.64,4.64,1.7445,7.565,11.11,0.29,9.12,0.58,0.0,1.0,2.0
1.13,28.47,2.87,35.24,0.62,25.03,4.07,28.42,9.82,35.91,7.28,44.84,0.58,21.07,5.99,16.86,12.09,22.84,1.03,31.59,3.36,25.27,0.0,1.0,-1.0,2.0,2.0,2.0,12.09,2.87,9.0,2.0,4.0,7.0,4.44,3.739,7.6967,5.99,9.82,7.65,27.98,1.485,10.52,2.26,0.58,4.07,3.1672,7.61,12.4,4.61,7.48,9.22,0.0,1.0,4.0
4.54,26.7,0.41,21.75,7.85,11.87,0.74,27.4,12.12,20.69,0.78,24.15,0.33,17.69,5.42,29.95,0.55,30.39,3.66,20.47,8.76,35.42,0.0,1.0,-1.0,3.0,2.0,1.0,12.12,5.42,9.0,2.0,5.0,7.0,4.1055,3.8726,8.305,7.85,8.76,8.0145,23.55,1.8579,12.7,2.27,0.33,4.54,2.4018,8.5375,9.26,3.35,8.77,6.7,0.0,1.0,2.0
4.06,21.27,8.81,16.92,6.06,34.32,0.57,18.5,3.6,24.64,0.64,27.95,9.92,30.3,0.54,22.99,3.44,28.52,2.61,9.71,0.42,25.62,0.0,1.0,0.0,1.0,1.0,3.0,9.92,8.81,9.0,2.0,4.0,7.0,3.6973,3.1862,4.335,2.61,6.06,6.2227,24.61,1.6209,9.45,2.2175,0.57,4.06,2.8695,6.168,13.38,2.8296,7.39,1.11,0.0,1.0,4.0
0.34,32.57,9.05,19.41,0.11,26.97,15.06,40.72,10.55,28.47,0.01,24.73,0.28,35.43,15.6,20.21,2.36,44.36,10.67,35.23,11.51,7.14,0.0,0.0,1.0,4.0,4.0,3.0,15.6,15.06,7.0,4.0,4.0,4.0,6.8673,6.0054,7.64,2.36,11.51,8.7327,37.22,0.06,6.76,10.61,10.55,10.67,4.8157,10.716,20.51,0.27,15.33,0.54,1.0,1.0,4.0
5.83,11.98,0.05,24.64,0.09,32.67,0.1,29.04,5.66,43.65,4.52,31.46,4.42,39.11,4.35,20.14,12.37,21.23,0.31,21.7,16.71,32.94,3.0,2.0,1.0,1.0,1.0,3.0,16.71,12.37,8.0,3.0,4.0,6.0,4.9464,5.1181,5.745,5.66,5.83,11.7636,31.67,0.0698,18.97,4.43,4.35,4.52,4.6579,10.1425,11.71,2.17,14.54,4.34,1.0,1.0,3.0
0.74,22.2,1.97,37.73,4.06,27.62,9.65,21.93,0.6,27.1,13.0,32.71,5.22,19.81,0.98,35.41,0.94,31.01,3.9,31.12,7.57,11.84,1.0,0.0,2.0,4.0,2.0,2.0,13.0,9.65,9.0,2.0,4.0,7.0,4.4209,3.9314,4.77,1.97,7.57,8.5791,25.89,1.4157,7.79,2.98,0.98,4.06,3.7591,7.482,12.9,3.1864,9.29,3.35,0.0,1.0,4.0
11.29,27.54,0.81,26.75,10.36,19.06,0.52,29.97,2.1,34.13,2.32,12.24,4.33,25.94,0.62,20.6,1.01,23.71,4.78,19.93,0.9,17.37,0.0,1.0,0.0,1.0,1.0,3.0,11.29,10.36,9.0,2.0,5.0,7.0,3.5491,3.7022,2.21,2.1,2.32,7.7409,21.89,1.9249,12.6,2.0667,0.52,4.78,3.9624,6.08,8.48,3.0852,8.66,0.93,1.0,1.0,1.0
0.58,30.72,1.15,27.1,2.45,20.41,4.38,39.62,13.12,19.17,13.3,32.7,5.79,34.51,0.48,18.56,0.47,20.6,0.68,24.0,5.68,14.25,1.0,0.0,0.0,4.0,3.0,3.0,13.3,5.79,9.0,2.0,5.0,6.0,4.3709,4.5966,7.7267,4.38,13.12,8.9291,25.37,0.2808,8.54,0.77,0.48,1.15,4.2167,7.4533,14.1,4.5372,7.18,7.51,0.0,1.0,2.0
1.01,29.9,0.71,26.86,3.38,27.92,0.74,32.72,7.34,46.0,4.97,8.13,14.94,34.82,4.8,17.5,5.25,30.7,2.95,37.91,1.05,23.79,3.0,2.0,1.0,3.0,2.0,2.0,14.94,4.8,8.0,3.0,4.0,6.0,4.2855,3.9734,6.155,4.97,7.34,10.6545,37.87,1.4927,14.12,3.1575,1.05,5.25,4.1237,8.0125,17.32,5.07,9.87,10.14,0.0,1.0,2.0
15.95,27.56,3.59,27.7,0.58,19.22,3.81,23.35,0.77,29.24,3.94,19.79,7.03,42.91,1.33,35.01,5.51,10.41,0.35,23.14,0.66,32.11,0.0,0.0,1.0,4.0,4.0,1.0,15.95,-1.0,9.0,2.0,5.0,8.0,3.9564,4.3504,4.4525,1.33,7.03,11.9936,32.5,1.516,10.02,2.1875,0.58,3.81,4.9705,6.752,0.0,0.0,15.95,16.95,0.0,0.0,0.0
12.01,18.4,5.2,45.28,0.4,33.15,1.1,35.86,4.05,31.05,0.76,28.79,4.61,35.98,0.82,24.15,2.91,9.73,11.29,33.44,3.73,22.66,0.0,0.0,-2.0,4.0,1.0,3.0,12.01,11.29,8.0,3.0,4.0,7.0,4.2618,3.8329,3.9467,2.91,5.2,7.7482,35.55,0.0,0.0,4.05,4.05,4.05,3.6294,6.625,17.58,3.3317,9.3033,0.72,1.0,1.0,3.0
0.61,28.76,11.54,17.22,9.93,31.01,0.92,21.45,5.53,37.78,3.81,22.59,1.86,30.42,0.52,18.9,0.75,24.18,3.56,27.05,1.07,14.14,1.0,1.0,0.0,1.0,2.0,1.0,11.54,9.93,10.0,1.0,5.0,8.0,3.6455,3.693,2.82,1.07,5.53,7.8945,23.64,1.4532,6.17,2.66,0.61,3.81,4.1905,5.986,13.79,0.805,10.735,1.61,0.0,1.0,4.0
